livestream_id,member_id,member_name,date,start_timestamp,fist_seen_timestamp,last_seen_timestamp
5a0ada830cf2674d95f1c337,480668,李晴,2017-11-14,1510660739915,1510660801000,1510660801000
5a0ae0d10cf2674d95f1c33b,480668,李晴,2017-11-14,1510662353026,1510662601000,1510662601000
5a1032720cf22f3784ea6002,480668,李晴,2017-11-18,1511010929973,1511011201000,1511011201000
5a1040e40cf22f3784ea6006,480668,李晴,2017-11-18,1511014628501,1511014801000,1511014801000
5a157e710cf2c9133b780a38,480668,李晴,2017-11-22,1511358065662,1511358601000,1511358601000
5a159d7b0cf2c9133b780a43,480668,李晴,2017-11-22,1511366011403,1511366401000,1511366401000
5a2416170cf27677e2a78557,480668,李晴,2017-12-03,1512314391544,1512314402000,1512314402000
5a27e4660cf2f4a2f17eae1f,480668,李晴,2017-12-06,1512563814598,1512564001000,1512564001000
5a2bb8ba0cf26f30844a3be3,480668,李晴,2017-12-09,1512814778619,1512814801000,1512814801000
5a3542790cf24f975152cc1d,480668,李晴,2017-12-16,1513439865586,1513440001000,1513440001000
5a36787a0cf24f975152cc39,480668,李晴,2017-12-17,1513519226266,1513519801000,1513519801000
5a3e85f30cf2b20bb4466a8d,480668,李晴,2017-12-23,1514046963796,1514047201000,1514047201000
5a3fc0070cf2016a840446b7,480668,李晴,2017-12-24,1514127367773,1514127601000,1514127601000
5a47729c0cf2b20bb4466b02,480668,李晴,2017-12-30,1514631836311,1514632201000,1514632201000
5a4dc8ea0cf2016a84044816,480668,李晴,2018-01-04,1515047146107,1515047401000,1515047401000
5a4dca750cf2414183ce03ae,480668,李晴,2018-01-04,1515047541390,1515048001000,1515048001000
5a4f80530cf21c8855fee2e0,480668,李晴,2018-01-05,1515159635282,1515160201000,1515160201000
5a53443b0cf294e8b22f6aca,480668,李晴,2018-01-08,1515406391960,1515406802000,1515406802000
5a560d980cf294e8b22f6afe,480668,李晴,2018-01-10,1515589015932,1515589201000,1515589201000
5a561f780cf294e8b22f6b04,480668,李晴,2018-01-10,1515593592043,1515594002000,1515594002000
5a5f615d0cf25a853821a8b1,480668,李晴,2018-01-17,1516200285743,1516200601000,1516200601000
5a606d230cf25a853821a8c6,480668,李晴,2018-01-18,1516268835578,1516269001000,1516269001000
5a6078410cf25a853821a8cd,480668,李晴,2018-01-18,1516271681561,1516272001000,1516272001000
5a607dc80cf25a853821a8d1,480668,李晴,2018-01-18,1516273096626,1516273201000,1516273201000
5a60858d0cf25a853821a8d6,480668,李晴,2018-01-18,1516275085327,1516275602000,1516275602000
5a68529f0cf254e68580eeb7,480668,李晴,2018-01-24,1516786335558,1516786801000,1516786801000
5a6856bd0cf254e68580eeb8,480668,李晴,2018-01-24,1516787389266,1516787401000,1516787401000
5a6857710cf254e68580eeb9,480668,李晴,2018-01-24,1516787569437,1516788001000,1516788001000
5a6ea50a0cf22bfd63885c4b,480668,李晴,2018-01-29,1517200650114,1517200801000,1517200801000
5a8514ac0cf29aa343fbe096,480668,李晴,2018-02-15,1518671020399,1518671401000,1518671401000
5a8fed4d0cf29aa343fbe15c,480668,李晴,2018-02-23,1519381837174,1519382401000,1519382401000
5a9aaebb0cf2fed138578ffb,480668,李晴,2018-03-03,1520086715221,1520086801000,1520086801000
5a9eaa630cf2fed13857906b,480668,李晴,2018-03-06,1520347747587,1520347801000,1520347801000
