livestream_id,member_id,member_name,date,start_timestamp,fist_seen_timestamp,last_seen_timestamp
5a0a7e0f0cf2f11fcb83bd07,601302,梁婉琳,2017-11-14,1510637071052,1510637401000,1510637401000
5a0c48cb0cf2731c2191b784,601302,梁婉琳,2017-11-15,1510754507514,1510755001000,1510755001000
5a0edeb70cf27491f39f7323,601302,梁婉琳,2017-11-17,1510923959675,1510924201000,1510924201000
5a12cb440cf2f738c05bdbd7,601302,梁婉琳,2017-11-20,1511181123972,1511181601000,1511181601000
5a1582f10cf2b9e38360e955,601302,梁婉琳,2017-11-22,1511359217633,1511359801000,1511359801000
5a1954400cf2c9133b780a7e,601302,梁婉琳,2017-11-25,1511609408407,1511610002000,1511610002000
5a1c020c0cf2b9e38360ea03,601302,梁婉琳,2017-11-27,1511784972185,1511785201000,1511785201000
5a1ebd8e0cf267aa15bbcd8d,601302,梁婉琳,2017-11-29,1511964046378,1511964601000,1511964601000
5a23d1d10cf22cb63c23616b,601302,梁婉琳,2017-12-03,1512296913785,1512297001000,1512297001000
5a27f80b0cf2f4a2f17eae2a,601302,梁婉琳,2017-12-06,1512568843404,1512569401000,1512569401000
5a312dc50cf2b0b5bb531b25,601302,梁婉琳,2017-12-13,1513172421302,1513173001000,1513173001000
5a33dc970cf2b0b5bb531b69,601302,梁婉琳,2017-12-15,1513348247649,1513348801000,1513348801000
5a3e22520cf2b20bb4466a83,601302,梁婉琳,2017-12-23,1514021453653,1514022001000,1514022001000
5a3e68ab0cf2414183ce01a9,601302,梁婉琳,2017-12-23,1514039467156,1514040001000,1514040001000
5a410daf0cf2414183ce021d,601302,梁婉琳,2017-12-25,1514212783764,1514212801000,1514212801000
5a4e3fed0cf2016a8404482a,601302,梁婉琳,2018-01-04,1515077613969,1515078001000,1515078001000
5a5e0c710cf23e85f3ef63a0,601302,梁婉琳,2018-01-16,1516113008632,1516113601000,1516113601000
5a5f57090cf2cf270ea945de,601302,梁婉琳,2018-01-17,1516197641836,1516198201000,1516198201000
5a6875630cf254e68580eec2,601302,梁婉琳,2018-01-24,1516795235693,1516795801000,1516795801000
5a6c98b70cf22bfd63885c00,601302,梁婉琳,2018-01-27,1517066423248,1517067001000,1517067001000
5a7b080a0cf22cad15707e83,601302,梁婉琳,2018-02-07,1518012426718,1518012602000,1518012602000
5a7c51430cf2019f6895ee84,601302,梁婉琳,2018-02-08,1518096707200,1518097201000,1518097201000
5a8448120cf29aa343fbe08c,601302,梁婉琳,2018-02-14,1518618642678,1518619201000,1518619201000
5a86e3ff0cf299177c74525d,601302,梁婉琳,2018-02-16,1518789631549,1518790201000,1518790201000
5a9815290cf2fed138578fce,601302,梁婉琳,2018-03-01,1519916329102,1519916401000,1519916401000
5a9d38630cf2bc50772d7818,601302,梁婉琳,2018-03-05,1520253027016,1520253601000,1520253601000
5ab3c3880cf2e160fa9fea6c,601302,梁婉琳,2018-03-22,1521730440490,1521730801000,1521730801000
5ac1c2280cf21f88606c2048,601302,梁婉琳,2018-04-02,1522647592961,1522647601000,1522647601000
5ac1c33a0cf2cb17577317b5,601302,梁婉琳,2018-04-02,1522647866983,1522648201000,1522648201000
5ace14e90cf2b9a5c33836b8,601302,梁婉琳,2018-04-11,1523455209034,1523455802000,1523455802000
5ace25a00cf2159ae9fe792f,601302,梁婉琳,2018-04-11,1523459488606,1523460001000,1523460001000
5ad753070cf2159ae9fe79ce,601302,梁婉琳,2018-04-18,1524060935889,1524061201000,1524061201000
5ae94a860cf223d861e01d52,601302,梁婉琳,2018-05-02,1525238406856,1525239001000,1525239001000
5af1c3170cf2ef38da34acf4,601302,梁婉琳,2018-05-08,1525793559355,1525794001000,1525794001000
5af2ff1e0cf25f5a23ae0748,601302,梁婉琳,2018-05-09,1525874462556,1525875001000,1525875001000
5afc40740cf27c5d80eaa3f2,601302,梁婉琳,2018-05-16,1526481012671,1526481601000,1526481601000
5b0ffffc0cf2aa8c86ca9b7e,601302,梁婉琳,2018-05-31,1527775228718,1527775801000,1527775801000
5b17dc770cf2565260b817d2,601302,梁婉琳,2018-06-06,1528290423292,1528290601000,1528290601000
5b1e7ff00cf294a4ca5c6b39,601302,梁婉琳,2018-06-11,1528725488407,1528725601000,1528725601000
5b212e600cf294a4ca5c6bbe,601302,梁婉琳,2018-06-13,1528901216238,1528901402000,1528901402000
5b2d1bda0cf2b807ce305232,601302,梁婉琳,2018-06-22,1529682906488,1529683201000,1529683201000
5b2d23ae0cf2d3543733a441,601302,梁婉琳,2018-06-22,1529684910148,1529685001000,1529685001000
5b3103610cf2b807ce305305,601302,梁婉琳,2018-06-25,1529938785281,1529938801000,1529938801000
5b3a3fed0cf2d3543733a539,601302,梁婉琳,2018-07-02,1530544109602,1530544201000,1530544201000
5b4220300cf299ba289f0a70,601302,梁婉琳,2018-07-08,1531060272160,1531060801000,1531060801000
5b4e0c980cf2af641a23c59e,601302,梁婉琳,2018-07-17,1531841688227,1531842001000,1531842001000
5b58976f0cf2234479b4c7d9,601302,梁婉琳,2018-07-25,1532532591281,1532532601000,1532532601000
5b5b3e730cf2234479b4c89c,601302,梁婉琳,2018-07-27,1532706419531,1532706601000,1532706601000
5b5b436b0cf2234479b4c8b0,601302,梁婉琳,2018-07-27,1532707691225,1532707801000,1532707801000
5b5c9e700cf2234479b4c907,601302,梁婉琳,2018-07-28,1532796528812,1532796601000,1532796601000
5b646e140cf2f04fd1e12368,601302,梁婉琳,2018-08-03,1533308436239,1533309001000,1533309001000
