livestream_id,member_id,member_name,date,start_timestamp,fist_seen_timestamp,last_seen_timestamp
5a0e8b4c0cf27491f39f730c,480676,郑洁丽,2017-11-17,1510902602674,1510903201000,1510903201000
5a0ea20d0cf27491f39f7310,480676,郑洁丽,2017-11-17,1510908426764,1510908601000,1510908601000
5a1048700cf2f738c05bdb90,480676,郑洁丽,2017-11-18,1511016557499,1511016601000,1511016601000
5a12c5230cf27491f39f737a,480676,郑洁丽,2017-11-20,1511179555162,1511179801000,1511179801000
5a12ccd70cf22f3784ea605e,480676,郑洁丽,2017-11-20,1511181527067,1511181601000,1511181601000
5a12cd910cf22f3784ea6060,480676,郑洁丽,2017-11-20,1511181713426,1511182201000,1511182201000
5a158ac40cf2c9133b780a3e,480676,郑洁丽,2017-11-22,1511361220688,1511361601000,1511361601000
5a158f9d0cf267aa15bbccfb,480676,郑洁丽,2017-11-22,1511362461950,1511362802000,1511362802000
5a16828b0cf2c9133b780a48,480676,郑洁丽,2017-11-23,1511424650277,1511425201000,1511425201000
5a1acb9c0cf2c9133b780aa1,480676,郑洁丽,2017-11-26,1511705497936,1511706001000,1511706001000
5a1ada570cf267aa15bbcd47,480676,郑洁丽,2017-11-26,1511709271105,1511709601000,1511709601000
5a1bed560cf267aa15bbcd4c,480676,郑洁丽,2017-11-27,1511779664074,1511779801000,1511779801000
5a1c04aa0cf267aa15bbcd52,480676,郑洁丽,2017-11-27,1511785642529,1511785801000,1511785801000
5a20040a0cf270144b6240e8,480676,郑洁丽,2017-11-30,1512047626883,1512048001000,1512048001000
5a216b400cf22cb63c236127,480676,郑洁丽,2017-12-01,1512139581933,1512139801000,1512139801000
5a240a3b0cf27677e2a78550,480676,郑洁丽,2017-12-03,1512311353377,1512311401000,1512311401000
5a240aef0cf27677e2a78552,480676,郑洁丽,2017-12-03,1512311534206,1512312001000,1512312001000
5a27af010cf2f4a2f17eae19,480676,郑洁丽,2017-12-06,1512550143571,1512550201000,1512550201000
5a2948e20cf2f4a2f17eae50,480676,郑洁丽,2017-12-07,1512655073190,1512655201000,1512655201000
5a2d5df50cf273ab0f39c017,480676,郑洁丽,2017-12-10,1512922609290,1512922801000,1512922801000
5a421ae20cf2414183ce023c,480676,郑洁丽,2017-12-26,1514281698914,1514281801000,1514281801000
5a422d620cf2016a84044711,480676,郑洁丽,2017-12-26,1514286431708,1514286601000,1514286601000
5a8c27cd0cf29aa343fbe127,480676,郑洁丽,2018-02-20,1519134669111,1519135201000,1519135201000
